Date,Price
01/11/2022,5100
02/11/2022,5000
03/11/2022,4800
04/11/2022,4400
05/11/2022,4400
06/11/2022,4400
07/11/2022,4100
08/11/2022,4200
09/11/2022,4100
10/11/2022,3500
11/11/2022,3400
12/11/2022,3400
13/11/2022,3400
14/11/2022,3100
15/11/2022,2800
16/11/2022,3100
17/11/2022,3200
18/11/2022,3600
19/11/2022,3600
20/11/2022,3600
21/11/2022,3900
22/11/2022,4300
23/11/2022,4100
24/11/2022,4300
25/11/2022,4600
26/11/2022,4600
27/11/2022,4600
28/11/2022,5000
29/11/2022,5700
30/11/2022,6000
01/12/2022,5700
02/12/2022,6300
03/12/2022,6300
04/12/2022,6300
05/12/2022,6300
06/12/2022,5400
07/12/2022,5300
08/12/2022,6000
09/12/2022,5800
10/12/2022,5800
11/12/2022,5800
12/12/2022,5400
13/12/2022,5900
14/12/2022,5800
15/12/2022,5600
16/12/2022,5600
17/12/2022,5600
18/12/2022,5600
19/12/2022,5600
20/12/2022,5300
21/12/2022,5300
22/12/2022,5200
23/12/2022,5100
24/12/2022,5100
25/12/2022,5100
26/12/2022,4700
27/12/2022,5200
28/12/2022,5200
29/12/2022,5000
30/12/2022,5000
31/12/2022,5000
01/01/2023,5000
02/01/2023,5000
03/01/2023,5500
04/01/2023,5300
05/01/2023,5300
06/01/2023,5100
07/01/2023,5100
08/01/2023,5100
09/01/2023,5200
10/01/2023,5200
11/01/2023,5200
12/01/2023,5300
13/01/2023,5200
14/01/2023,5200
15/01/2023,5200
16/01/2023,5300
17/01/2023,5500
18/01/2023,5500
19/01/2023,5900
20/01/2023,5900
21/01/2023,5900
22/01/2023,5900
23/01/2023,5900
24/01/2023,5900
25/01/2023,5900
26/01/2023,5900
27/01/2023,5700
28/01/2023,5700
29/01/2023,5700
30/01/2023,5700
31/01/2023,6000
01/02/2023,5500
02/02/2023,5400
03/02/2023,5400
04/02/2023,5400
05/02/2023,5400
06/02/2023,5400
07/02/2023,5200
08/02/2023,5300
09/02/2023,5100
10/02/2023,5000
11/02/2023,5000
12/02/2023,5000
13/02/2023,4800
14/02/2023,5000
15/02/2023,5100
16/02/2023,5200
17/02/2023,5100
18/02/2023,5100
19/02/2023,5100
20/02/2023,5600
21/02/2023,5400
22/02/2023,5200
23/02/2023,5200
24/02/2023,5000
25/02/2023,5000
26/02/2023,5000
27/02/2023,4900
28/02/2023,5000
01/03/2023,5200
02/03/2023,5100
03/03/2023,5000
04/03/2023,5000
05/03/2023,5000
06/03/2023,5000
07/03/2023,5100
08/03/2023,5100
09/03/2023,5200
10/03/2023,5100
11/03/2023,5100
12/03/2023,5100
13/03/2023,5000
14/03/2023,4900
15/03/2023,5300
16/03/2023,5100
17/03/2023,5100
18/03/2023,5100
19/03/2023,5100
20/03/2023,5000
21/03/2023,5100
22/03/2023,5100
23/03/2023,5100
24/03/2023,5100
25/03/2023,5100
26/03/2023,5100
27/03/2023,5200
28/03/2023,5400
29/03/2023,5500
30/03/2023,5400
31/03/2023,5500
01/04/2023,5500
02/04/2023,5500
03/04/2023,5600
04/04/2023,5900
05/04/2023,6000
06/04/2023,5800
07/04/2023,6100
08/04/2023,6100
09/04/2023,6100
10/04/2023,6100
11/04/2023,6100
12/04/2023,6100
13/04/2023,5900
14/04/2023,5800
15/04/2023,5800
16/04/2023,5800
17/04/2023,5900
18/04/2023,6000
19/04/2023,5900
20/04/2023,5900
21/04/2023,6000
22/04/2023,6000
23/04/2023,6000
24/04/2023,6100
25/04/2023,5700
26/04/2023,5900
27/04/2023,5900
28/04/2023,6000
29/04/2023,6000
30/04/2023,6000
01/05/2023,6000
02/05/2023,6000
03/05/2023,6000
04/05/2023,6100
05/05/2023,6700
06/05/2023,6700
07/05/2023,6700
08/05/2023,6700
09/05/2023,6800
10/05/2023,7100
11/05/2023,7000
12/05/2023,7200
13/05/2023,7200
14/05/2023,7200
15/05/2023,7000
16/05/2023,7200
17/05/2023,7000
18/05/2023,7100
19/05/2023,7200
20/05/2023,7200
21/05/2023,7200
22/05/2023,7200
23/05/2023,7500
24/05/2023,7500
25/05/2023,7300
26/05/2023,7400
27/05/2023,7400
28/05/2023,7400
29/05/2023,7600
30/05/2023,7600
31/05/2023,7500
01/06/2023,7600
02/06/2023,7700
03/06/2023,7700
04/06/2023,7700
05/06/2023,7600
06/06/2023,7800
07/06/2023,7800
08/06/2023,7500
09/06/2023,7600
10/06/2023,7600
11/06/2023,7600
12/06/2023,7600
13/06/2023,7800
14/06/2023,7600
15/06/2023,7600
16/06/2023,7800
17/06/2023,7800
18/06/2023,7800
19/06/2023,7700
20/06/2023,7800
21/06/2023,8100
22/06/2023,8100
23/06/2023,8100
24/06/2023,8100
25/06/2023,8100
26/06/2023,7900
27/06/2023,7800
28/06/2023,7900
29/06/2023,7600
30/06/2023,7600
01/07/2023,7600
02/07/2023,7600
03/07/2023,7500
04/07/2023,7800
05/07/2023,7700
06/07/2023,7600
07/07/2023,7600
08/07/2023,7600
09/07/2023,7600
10/07/2023,7800
11/07/2023,7900
12/07/2023,8300
13/07/2023,8300
14/07/2023,8400
15/07/2023,8400
16/07/2023,8400
17/07/2023,8300
18/07/2023,8200
19/07/2023,8000
20/07/2023,8000
21/07/2023,8200
22/07/2023,8200
23/07/2023,8200
24/07/2023,8300
25/07/2023,8200
26/07/2023,8200
27/07/2023,8100
28/07/2023,8200
29/07/2023,8200
30/07/2023,8200
31/07/2023,8300
01/08/2023,8100
02/08/2023,8200
03/08/2023,8200
04/08/2023,8400
05/08/2023,8400
06/08/2023,8400
07/08/2023,9000
08/08/2023,9000
09/08/2023,8900
10/08/2023,8600
11/08/2023,8800
12/08/2023,8800
13/08/2023,8800
14/08/2023,8900
15/08/2023,8800
16/08/2023,8900
17/08/2023,8900
18/08/2023,8000
19/08/2023,8000
20/08/2023,8000
21/08/2023,8100
22/08/2023,8300
23/08/2023,8100
24/08/2023,8400
25/08/2023,8300
26/08/2023,8300
27/08/2023,8300
28/08/2023,8400
29/08/2023,8600
30/08/2023,8900
31/08/2023,9100
01/09/2023,9100
02/09/2023,9100
03/09/2023,9100
04/09/2023,9100
05/09/2023,9200
06/09/2023,9500
07/09/2023,9400
08/09/2023,9500
09/09/2023,9500
10/09/2023,9500
11/09/2023,9100
12/09/2023,9800
13/09/2023,9900
14/09/2023,9700
15/09/2023,9700
16/09/2023,9700
17/09/2023,9700
18/09/2023,9600
19/09/2023,9500
20/09/2023,10000
21/09/2023,9500
22/09/2023,8900
23/09/2023,8900
24/09/2023,8900
25/09/2023,7900
26/09/2023,8200
27/09/2023,8600
28/09/2023,8400
29/09/2023,8400
30/09/2023,8400
01/10/2023,8400
02/10/2023,8500
03/10/2023,7800
04/10/2023,8000
05/10/2023,7800
06/10/2023,7900
07/10/2023,7900
08/10/2023,7900
09/10/2023,7800
10/10/2023,8000
11/10/2023,8100
12/10/2023,8200
13/10/2023,8100
14/10/2023,8100
15/10/2023,8100
16/10/2023,7900
17/10/2023,7500
18/10/2023,7300
19/10/2023,7000
20/10/2023,7100
21/10/2023,7100
22/10/2023,7100
23/10/2023,7000
24/10/2023,7100
25/10/2023,7000
26/10/2023,6200
27/10/2023,6400
28/10/2023,6400
29/10/2023,6400
30/10/2023,6100
31/10/2023,5800
01/11/2023,6100
02/11/2023,6600
03/11/2023,6500
04/11/2023,6500
05/11/2023,6500
06/11/2023,6700
07/11/2023,6500
08/11/2023,7100
09/11/2023,7200
10/11/2023,7200
11/11/2023,7200
12/11/2023,7200
13/11/2023,7300
14/11/2023,7400
15/11/2023,7400
16/11/2023,7500
17/11/2023,7100
18/11/2023,7100
19/11/2023,7100
20/11/2023,7300
21/11/2023,7300
22/11/2023,7400
23/11/2023,7200
24/11/2023,7400
25/11/2023,7400
26/11/2023,7400
27/11/2023,7100
28/11/2023,7200
29/11/2023,7300
30/11/2023,7300
01/12/2023,7300
02/12/2023,7300
03/12/2023,7300
04/12/2023,7700
05/12/2023,7600
06/12/2023,7800
07/12/2023,7500
08/12/2023,7400
09/12/2023,7400
10/12/2023,7400
11/12/2023,7400
12/12/2023,7300
13/12/2023,7200
14/12/2023,7300
15/12/2023,7200
16/12/2023,7200
17/12/2023,7200
18/12/2023,7100
19/12/2023,7300
20/12/2023,7300
21/12/2023,7300
22/12/2023,7200
23/12/2023,7200
24/12/2023,7200
25/12/2023,7300
26/12/2023,7300
27/12/2023,7300
28/12/2023,7400
29/12/2023,7400
30/12/2023,7400
31/12/2023,7400
01/01/2024,7400
02/01/2024,7400
03/01/2024,7400
04/01/2024,7400
05/01/2024,7500
06/01/2024,7500
07/01/2024,7500
08/01/2024,7600
09/01/2024,7500
10/01/2024,7300
11/01/2024,7500
12/01/2024,7400
13/01/2024,7400
14/01/2024,7400
15/01/2024,7200
16/01/2024,7400
17/01/2024,7400
18/01/2024,7400
19/01/2024,7400
20/01/2024,7400
21/01/2024,7400
22/01/2024,7400
23/01/2024,7300
24/01/2024,7300
25/01/2024,7300
26/01/2024,7300
27/01/2024,7300
28/01/2024,7300
29/01/2024,7200
30/01/2024,7300
31/01/2024,7200
01/02/2024,7300
02/02/2024,7300
03/02/2024,7300
04/02/2024,7300
05/02/2024,7300
06/02/2024,7200
07/02/2024,7300
08/02/2024,7300
09/02/2024,7300
10/02/2024,7300
11/02/2024,7300
12/02/2024,7300
13/02/2024,7300
14/02/2024,7300
15/02/2024,7300
16/02/2024,7400
17/02/2024,7400
18/02/2024,7400
19/02/2024,7400
20/02/2024,7500
21/02/2024,7400
22/02/2024,7400
23/02/2024,7300
24/02/2024,7300
25/02/2024,7300
26/02/2024,7400
27/02/2024,7400
28/02/2024,7300
29/02/2024,7300
01/03/2024,7600
02/03/2024,7600
03/03/2024,7600
04/03/2024,7800
05/03/2024,7800
06/03/2024,7700
07/03/2024,8100
08/03/2024,8000
09/03/2024,8000
10/03/2024,8000
11/03/2024,7700
12/03/2024,7800
13/03/2024,8100
14/03/2024,8000
15/03/2024,8000
16/03/2024,8000
17/03/2024,8000
18/03/2024,7700
19/03/2024,7700
20/03/2024,7800
21/03/2024,7900
22/03/2024,7800
23/03/2024,7800
24/03/2024,7800
25/03/2024,7900
26/03/2024,7900
27/03/2024,7900
28/03/2024,8100
29/03/2024,8000
30/03/2024,8000
31/03/2024,8000
01/04/2024,7900
02/04/2024,7800
03/04/2024,7800
04/04/2024,7700
05/04/2024,7400
06/04/2024,7400
07/04/2024,7400
08/04/2024,7400
09/04/2024,7500
10/04/2024,7300
11/04/2024,7400
12/04/2024,7500
13/04/2024,7500
14/04/2024,7500
15/04/2024,6900
16/04/2024,6900
17/04/2024,6600
18/04/2024,6600
19/04/2024,6300
20/04/2024,6300
21/04/2024,6300
22/04/2024,6800
23/04/2024,6600
24/04/2024,6800
25/04/2024,6700
26/04/2024,6500
27/04/2024,6500
28/04/2024,6500
29/04/2024,6500
30/04/2024,6500
01/05/2024,6500
02/05/2024,6500
03/05/2024,6500
04/05/2024,6500
05/05/2024,6500
06/05/2024,6700
07/05/2024,6700
08/05/2024,6600
09/05/2024,6600
10/05/2024,6500
11/05/2024,6500
12/05/2024,6500
13/05/2024,6600
14/05/2024,6700
15/05/2024,6800
16/05/2024,6800
17/05/2024,6800
18/05/2024,6800
19/05/2024,6800
20/05/2024,6800
21/05/2024,6900
22/05/2024,6900
23/05/2024,7000
24/05/2024,6800
25/05/2024,6800
26/05/2024,6800
27/05/2024,6800
28/05/2024,6900
29/05/2024,6900
30/05/2024,6800
31/05/2024,6800
01/06/2024,6800
